,Title,Date,Link to event,Location
257,Hit 'em up # vol. 2,Tomorrow at 9:00 PM,https://www.eventbrite.at/e/hit-em-up-vol-2-tickets-449446425357?aff=ebdssbdestsearch,V-Club Villach- Asia Club • Villach
258,Il volontariato del 2022 si racconta: identità diverse in una storia comune,Tomorrow at 9:00 AM,https://www.eventbrite.com/e/biglietti-il-volontariato-del-2022-si-racconta-identita-diverse-in-una-storia-comune-453885432547?aff=ebdssbdestsearch,Ex-Monastero di Sant'Agostino - Aula Magna - Università degli Studi di Bergamo • Bergamo
259,Pub Crawl Palermo ''Follow me'',Today at 9:45 PM + 103 more events,https://www.eventbrite.es/e/pub-crawl-palermo-follow-me-tickets-211834902897?aff=ebdssbdestsearch,Finch • Palermo
260,RIETI - Viaggio tra Stelle e Pianeti al Planetario Umbria Skywatching,Tomorrow at 3:00 PM,https://www.eventbrite.it/e/biglietti-rieti-viaggio-tra-stelle-e-pianeti-al-planetario-umbria-skywatching-449825950527?aff=ebdssbdestsearch,Associazione Sportiva Dilettantistica Dance Project • Rieti
261,Talento. Mecenatismo. Bellezza.,Wed Nov 16 8:15 PM,https://www.eventbrite.it/e/biglietti-talento-mecenatismo-bellezza-441016581467?aff=ebdssbdestsearch,Teatro Camploy • Verona
262,Classic SM Playparty “Passion Spezial”,Fri Nov 25 9:00 PM,https://www.eventbrite.de/e/classic-sm-playparty-passion-spezial-tickets-343056500227?aff=ebdssbdestsearch,Catonium • Hamburg
263,Silvester 2022/2023 im ALICE Rooftop & Garden,Sat Dec 31 8:00 PM,https://www.eventbrite.de/e/silvester-20222023-im-alice-rooftop-garden-tickets-191054969557?aff=ebdssbdestsearch,ALICE Rooftop & Garden • Berlin
264,INCONTRO CON MATTEO GRACIS,Thu Nov 24 6:00 PM,https://www.eventbrite.it/e/biglietti-incontro-con-matteo-gracis-440402775557?aff=ebdssbdestsearch,Ca' Sagredo Hotel • Venezia
265,Data Science in Biotech,Thu Nov 24 1:30 PM,https://www.eventbrite.com/e/data-science-in-biotech-tickets-462496327967?aff=ebdssbdestsearch,Wolfson auditorium  Wolfson Building • Rehovot
266,Investment Outlook: Challenges and Opportunities,Wed Nov 16 6:30 PM,https://www.eventbrite.com/e/investment-outlook-challenges-and-opportunities-registration-460654880147?aff=ebdssbdestsearch,Porto Palace Hotel Thessaloniki • Θεσσαλονίκη
267,Wilde Herzen • Die Indie Pop Party mit deutschen Texten • Lido Berlin,Sat Nov 26 11:59 PM,https://www.eventbrite.de/e/wilde-herzen-die-indie-pop-party-mit-deutschen-texten-lido-berlin-tickets-429097300577?aff=ebdssbdestsearch,Lido • Berlin
268,Gali-Day 12 novembre 2022,Tomorrow at 9:00 AM,https://www.eventbrite.it/e/gali-day-12-novembre-2022-tickets-459935348007?aff=ebdssbdestsearch,Cinema Arlecchino • Voghera
269,TUNNEL pres. DR. PEACOCK in der HALLE FREIHEIT 36,Thu Dec 22 10:00 PM,https://www.eventbrite.de/e/tunnel-pres-dr-peacock-in-der-halle-freiheit-36-tickets-462617901597?aff=ebdssbdestsearch,Tunnel Club Hamburg • Hamburg
270,Impact Hub Berlin Tour,Tue Nov 15 5:30 PM + 1 more event,https://www.eventbrite.de/e/impact-hub-berlin-tour-tickets-294480909327?aff=ebdssbdestsearch,Impact Hub Berlin • Berlin
271,The Dark Side of Wissensvermittlung,Wed Nov 16 7:00 PM,https://www.eventbrite.com/e/the-dark-side-of-wissensvermittlung-tickets-405529759427?aff=ebdssbdestsearch,CCB Innsbruck • Innsbruck
272,Mallorcaparty - Die Zipfelbuben mit ihrem Hit Olivia - Live im G Club Vol,Tomorrow at 9:00 PM,https://www.eventbrite.com/e/mallorcaparty-die-zipfelbuben-mit-ihrem-hit-olivia-live-im-g-club-vol-tickets-427836920747?aff=ebdssbdestsearch,G Club Volkach • Volkach
273,Not A Drug Dealer - English Stand-Up Comedy Night with Malinda Perera,Fri Nov 18 8:30 PM,https://www.eventbrite.at/e/not-a-drug-dealer-english-stand-up-comedy-night-with-malinda-perera-tickets-328814632417?aff=ebdssbdestsearch,Crazy Nate's Johannis • Nürnberg
274,OPEN DAY / GRAFICA / 12.11.2022,Tomorrow at 2:30 PM + 1 more event,https://www.eventbrite.it/e/biglietti-open-day-grafica-12112022-425707331087?aff=ebdssbdestsearch,Istituto Salesiano San Marco • Venezia
275,Workshop: Inclusive Leadership,Thu Nov 17 7:00 PM,https://www.eventbrite.co.uk/e/workshop-inclusive-leadership-tickets-454867590207?aff=ebdssbdestsearch,Center for Digital Technology and Management • München
276,Stefano Massini racconta,Tue Nov 22 8:45 PM,https://www.eventbrite.it/e/biglietti-stefano-massini-racconta-445344085147?aff=ebdssbdestsearch,Largo Dieci Martiri 1 • Montebelluna
277,GREEN ITALY WORKSHOP November 2022,Wed Nov 16 9:00 AM,https://www.eventbrite.com/e/biglietti-green-italy-workshop-november-2022-404029582357?aff=ebdssbdestsearch,Cagliari • Cagliari
278,1-Day for CRISPR in Milan,Fri Nov 18 12:30 PM,https://www.eventbrite.it/e/1-day-for-crispr-in-milan-tickets-446100357177?aff=ebdssbdestsearch,Università Milano Bicocca • Milano
279,KLASSIK COOL! Der standhafte Zinnsoldat,Sat Nov 19 5:00 PM,https://www.eventbrite.at/e/klassik-cool-der-standhafte-zinnsoldat-tickets-386010195887?aff=ebdssbdestsearch,Meidlinger Pfarrkirche • Wien
280,TESS PARKS // behind the green door,Thu Nov 24 8:00 PM,https://www.eventbrite.de/e/tess-parks-behind-the-green-door-tickets-338846658477?aff=ebdssbdestsearch,Import Export • München
281,PMI italiane e transizione ecologica: profili ESG e finanza sostenibile,Wed Nov 30 10:00 AM,https://www.eventbrite.it/e/biglietti-pmi-italiane-e-transizione-ecologica-profili-esg-e-finanza-sostenibile-429650545347?aff=ebdssbdestsearch,Online e a Milano (Centro Culturale di Milano) • Milano
282,Metaverse Meetup #5 in Berlin,Wed Nov 23 6:30 PM,https://www.eventbrite.de/e/metaverse-meetup-5-in-berlin-tickets-440265103777?aff=ebdssbdestsearch,PIABO • Berlin
283,Esserci o non esserci? Dialogo-spettacolo con Andrea Pennacchi,Thu Nov 17 3:30 PM,https://www.eventbrite.it/e/biglietti-esserci-o-non-esserci-dialogo-spettacolo-con-andrea-pennacchi-459928517577?aff=ebdssbdestsearch,Aula Magna di Palazzo Bo • Padova
284,Giuseppe Lupo,Sat Nov 19 8:45 PM,https://www.eventbrite.it/e/biglietti-giuseppe-lupo-443294103597?aff=ebdssbdestsearch,Gussago • Gussago
285,Peeces Vintage Pop-Up  •  Stuttgart • Vintage Kilo Sale,Sat Nov 19 11:00 AM,https://www.eventbrite.de/e/peeces-vintage-pop-up-stuttgart-vintage-kilo-sale-tickets-444493320487?aff=ebdssbdestsearch,Snap Studios Studio 1 • Stuttgart
286,Prelude Family Concert,Sat Nov 26 4:30 PM,https://www.eventbrite.com/e/prelude-family-concert-tickets-453366349957?aff=ebdssbdestsearch,Lobe Block • Berlin
287,Fisch sucht Fahrrad | Single Party in Berlin | 25. November 2022,Fri Nov 25 9:00 PM,https://www.eventbrite.de/e/fisch-sucht-fahrrad-single-party-in-berlin-25-november-2022-tickets-386911451567?aff=ebdssbdestsearch,FRANNZ • Berlin
288,Jahrestreffen +  Wissensplattform für Wegbereiter*innen + Magazin = Party,Thu Nov 24 3:00 PM,https://www.eventbrite.de/e/jahrestreffen-wissensplattform-fur-wegbereiterinnen-magazin-party-tickets-406813860207?aff=ebdssbdestsearch,Freiraum in der Box • Berlin
289,FuoriStandUp - Potaboyz,Wed Nov 30 8:00 PM,https://www.eventbrite.it/e/biglietti-fuoristandup-potaboyz-456911985047?aff=ebdssbdestsearch,Circolo Arci Fuori Orario • Taneto
290,12.November 2022 ★ Ü30 Party★ Eventcenter Nörten Hardenberg ★,Tomorrow at 10:00 PM,https://www.eventbrite.de/e/12november-2022-u30-party-eventcenter-norten-hardenberg-tickets-443013383957?aff=ebdssbdestsearch,Event Center Nörten-Hardenberg • Nörten-Hardenberg
291,Alquanto comici,Tomorrow at 9:00 PM,https://www.eventbrite.it/e/biglietti-alquanto-comici-439702240237?aff=ebdssbdestsearch,Centro Culturale Il Pertini (Auditorium) • Cinisello Balsamo
292,Munich Global Impact Hub Co-Creation-Conference #3,Fri Nov 25 8:30 AM,https://www.eventbrite.de/e/munich-global-impact-hub-co-creation-conference-3-tickets-441529064317?aff=ebdssbdestsearch,Munich Business School • München
293,Eiropas mākslas kino diena | AKLUMS,Sun Nov 13 4:30 PM,https://www.eventbrite.fi/e/eiropas-makslas-kino-diena-aklums-tickets-460650055717?aff=ebdssbdestsearch,K. Suns • Rīga
294,MYStartup Competition - Tappa 3 VERONA,Fri Nov 18 6:00 PM,https://www.eventbrite.it/e/biglietti-mystartup-competition-tappa-3-verona-429784997497?aff=ebdssbdestsearch,311 Verona • Verona
295,Canticoro 2022 - Bassano del Grappa (VI),Sun Nov 13 5:30 PM,https://www.eventbrite.it/e/biglietti-canticoro-2022-bassano-del-grappa-vi-432726034217?aff=ebdssbdestsearch,Duomo di Santa Maria Assunta in Colle • Bassano del Grappa
296,NEON VELVET | Das XXL Neon-Festival | Club Velvet Leipzig | 11.11.22,Today at 11:00 PM,https://www.eventbrite.de/e/neon-velvet-das-xxl-neon-festival-club-velvet-leipzig-111122-tickets-450932099047?aff=ebdssbdestsearch,Club Velvet • Leipzig
297,Concerto di Santa Cecilia. Orchestra Gruppo d'Archi Veneto,Sun Nov 13 6:00 PM,https://www.eventbrite.it/e/biglietti-concerto-di-santa-cecilia-orchestra-gruppo-darchi-veneto-444042301477?aff=ebdssbdestsearch,Cinema Teatro Careni • Pieve di Soligo
298,AL CENTRO DI ROMA: Nero a metà di Pino Daniele con E. Assante,Tue Dec 27 6:00 PM,https://www.eventbrite.com/e/biglietti-al-centro-di-roma-nero-a-meta-di-pino-daniele-con-e-assante-444864410427?aff=ebdssbdestsearch,Palazzo Venezia • Roma
299,Aziende a confronto con  il mentore di Bill Gates,Tue Nov 15 6:30 PM,https://www.eventbrite.com/e/biglietti-aziende-a-confronto-con-il-mentore-di-bill-gates-440961576947?aff=ebdssbdestsearch,H-FARM CAMPUS • Roncade
300,Weihnachtsmärchen: Schneefritzchen und die sieben Ziegen (16:30 Uhr),Sun Nov 27 4:30 PM,https://www.eventbrite.de/e/weihnachtsmarchen-schneefritzchen-und-die-sieben-ziegen-1630-uhr-tickets-425646438957?aff=ebdssbdestsearch,Walddörfer Sportforum • Hamburg
301,Speck&Tech Retreat v3,Fri Dec 2 5:00 PM,https://www.eventbrite.it/e/specktech-retreat-v3-registration-416367816347?aff=ebdssbdestsearch,Hotel AlpHoliday Dolomiti • Dimaro
302,Data saturday Parma 2022,Sat Nov 26 8:30 AM,https://www.eventbrite.co.uk/e/data-saturday-parma-2022-tickets-276828851547?aff=ebdssbdestsearch,Parma • Parma
303,Disabilità visiva e inclusione scolastica e sociale,Sat Dec 3 9:00 AM,https://www.eventbrite.it/e/biglietti-disabilita-visiva-e-inclusione-scolastica-e-sociale-443919253437?aff=ebdssbdestsearch,Università Cattolica del Sacro Cuore • Milano
304,Omaggio a Ennio Morricone - presso Sala dei Giganti,Sun Nov 20 4:30 PM,https://www.eventbrite.com/e/biglietti-omaggio-a-ennio-morricone-presso-sala-dei-giganti-443190724387?aff=ebdssbdestsearch,Sala dei Giganti - Palazzo Liviano • Padova
305,Meet the new US Consul General Jason Chue,Tue Dec 6 6:30 PM,https://www.eventbrite.de/e/meet-the-new-us-consul-general-jason-chue-tickets-435572638487?aff=ebdssbdestsearch,Park Hyatt Hamburg • Hamburg
306,FAMIGLIE: Racconti di Natale al Castello,Sat Dec 3 2:00 PM,https://www.eventbrite.it/e/biglietti-famiglie-racconti-di-natale-al-castello-414185288347?aff=ebdssbdestsearch,CASTELLO DI MALPAGA • CAVERNAGO
307,MONE     |  FREDDIE DICKSON   |    KAT KOAN,Wed Nov 16 7:00 PM,https://www.eventbrite.ie/e/mone-freddie-dickson-kat-koan-tickets-407961984277?aff=ebdssbdestsearch,Marie-Antoinette • Berlin
308,SUPER 159,Tomorrow at 11:00 PM,https://www.eventbrite.it/e/biglietti-super-159-463547772867?aff=ebdssbdestsearch,Lanificio • Roma
309,LEGGERE IL SUD - NELLA STANZA DEGLI SPIRITI - con Mario Desiati,Sat Nov 26 11:00 AM,https://www.eventbrite.it/e/biglietti-leggere-il-sud-nella-stanza-degli-spiriti-con-mario-desiati-445260284497?aff=ebdssbdestsearch,Teatro Comunale Niccolò Piccinni • Bari
310,Sorin Pârcălab Cristi Popesco & Sergiu Mirică @Munchen,Fri Dec 9 9:00 PM,https://www.eventbrite.co.uk/e/sorin-parcalab-cristi-popesco-sergiu-mirica-munchen-tickets-444264445917?aff=ebdssbdestsearch,Filmtheater Sendlinger Tor • München
311,Kätz Club - BERLIN CALL - House & Techno,Tue Nov 15 9:00 PM,https://www.eventbrite.de/e/katz-club-berlin-call-house-techno-tickets-418812739177?aff=ebdssbdestsearch,KÄTZ • Leipzig
312,20. Internationale Konferenz für Politische Kommunikation,Sun Nov 13 1:00 PM,https://www.eventbrite.de/e/20-internationale-konferenz-fur-politische-kommunikation-registrierung-427789127797?aff=ebdssbdestsearch,Akademie der Konrad-Adenauer-Stiftung e.V. • Berlin
313,Geometra Oggi,Tomorrow at 5:00 PM,https://www.eventbrite.it/e/biglietti-geometra-oggi-444163092767?aff=ebdssbdestsearch,Fiera di Padova • Padova
314,Filosofia a colazione: quando Platone ti salva la vita - Benedetta Santini,Sun Nov 20 5:30 PM,https://www.eventbrite.com/e/biglietti-filosofia-a-colazione-quando-platone-ti-salva-la-vita-benedetta-santini-408822949447?aff=ebdssbdestsearch,Biblioteca civica VEZ • Venezia
315,Per una didattica a prova di futuro,Tomorrow at 11:30 AM,https://www.eventbrite.it/e/biglietti-per-una-didattica-a-prova-di-futuro-440802310577?aff=ebdssbdestsearch,ADI Design Museum • Milano
316,Sogno notturno a Roma (1871-2021),Tue Dec 6 5:30 PM,https://www.eventbrite.co.uk/e/sogno-notturno-a-roma-1871-2021-tickets-449451049187?aff=ebdssbdestsearch,Fondazione Ernesta Besso • Roma
317,27. ROHKUNSTBAU - Zukunft. Ins Offene.,Tomorrow at 12:00 PM + 9 more events,https://www.eventbrite.de/e/27-rohkunstbau-zukunft-ins-offene-tickets-419535149927?aff=ebdssbdestsearch,Schloss Altdöbern • Altdöbern
318,English Stand up Comedy Night with Tamas Vamos,Wed Nov 23 7:30 PM,https://www.eventbrite.com/e/english-stand-up-comedy-night-with-tamas-vamos-tickets-433462466907?aff=ebdssbdestsearch,Mi Barrio • Wien
319,25 Jahre Dark Saturday – 25 Jahre Factory,Sat Nov 26 11:00 PM,https://www.eventbrite.com/e/25-jahre-dark-saturday-25-jahre-factory-tickets-433504572847?aff=ebdssbdestsearch,Factory Magdeburg • Magdeburg
320,ROYAL DANCE feat. GIULIA SIEGEL,Sat Nov 26 7:00 PM,https://www.eventbrite.de/e/royal-dance-feat-giulia-siegel-tickets-328030446897?aff=ebdssbdestsearch,Schloss Milkersdorf • Milkersdorf
321,Blockchain Forum Italia 2022,Fri Nov 18 9:00 AM,https://www.eventbrite.it/e/biglietti-blockchain-forum-italia-2022-441518843747?aff=ebdssbdestsearch,Via Tortona 27 • Milano
322,trade/off – The Decision Intelligence Summit 2022,Tue Nov 22 9:00 AM,https://www.eventbrite.de/e/tradeoff-the-decision-intelligence-summit-2022-tickets-381533977397?aff=ebdssbdestsearch,Festsaal Kreuzberg • Berlin
323,Silvester im Waschhaus,Sat Dec 31 8:00 PM,https://www.eventbrite.de/e/silvester-im-waschhaus-tickets-413116150527?aff=ebdssbdestsearch,Waschhaus Potsdam • Potsdam
324,Didattica orientativa con stesura UdA- Monica Dal Moro- doc primaria 2° LIV,Wed Nov 16 4:30 PM,https://www.eventbrite.it/e/biglietti-didattica-orientativa-con-stesura-uda-monica-dal-moro-doc-primaria-2-liv-427762728837?aff=ebdssbdestsearch,Scuola Media Fainelli-Gandhi • Verona
325,The Israeli Insurtech Accelerator 4th Cohort Graduation Event,Thu Dec 1 5:00 PM,https://www.eventbrite.com/e/the-israeli-insurtech-accelerator-4th-cohort-graduation-event-tickets-414490220407?aff=ebdssbdestsearch,הבורסה לניירות ערך • תל אביב מחוז תל אביב
326,PRANZI DOMENICALI UMBRI @ LA FUNIVIA - GUBBIO 20 NOVEMBRE,Sun Nov 20 12:30 PM,https://www.eventbrite.com/e/biglietti-pranzi-domenicali-umbri-la-funivia-gubbio-20-novembre-460665411647?aff=ebdssbdestsearch,Ristorante Funivia - Bar la Terrazza • Sant'Ubaldo
327,2000er Neon Party  SA- Party der Q12,Tomorrow at 8:00 PM,https://www.eventbrite.de/e/2000er-neon-party-sa-party-der-q12-tickets-441106921677?aff=ebdssbdestsearch,Papillon Club Lounge • Marktoberdorf
328,Don Gesualdo(Teatro Margherita - Caltanissetta 13),Sun Nov 13 6:30 PM,https://www.eventbrite.com/e/biglietti-don-gesualdoteatro-margherita-caltanissetta-13-421376096247?aff=ebdssbdestsearch,Teatro 'Regina Margherita' • Caltanissetta
329,Wine & Food Walking Tour GLOCKENBACH! | Munich Wine Rebels,Tomorrow at 6:30 PM,https://www.eventbrite.de/e/wine-food-walking-tour-glockenbach-munich-wine-rebels-tickets-389979137097?aff=ebdssbdestsearch,WEINTOUR • München
330,Wenn Deine Mutter wüsste ★ SINGLE & FLIRT PARTY ★ SA 12.11.22,Tomorrow at 10:00 PM,https://www.eventbrite.de/e/wenn-deine-mutter-wusste-single-flirt-party-sa-121122-tickets-461342867937?aff=ebdssbdestsearch,Neschwitzer Str. 31 • Kamenz
331,PIANO E-MOTION - MAURIZIO MASTRINI (PIANOFORTE E LIVE ELECTRONICS),Sat Nov 19 7:00 PM,https://www.eventbrite.it/e/biglietti-piano-e-motion-maurizio-mastrini-pianoforte-e-live-electronics-445919807147?aff=ebdssbdestsearch,Fabbrica del Vapore • Milano
332,HALMSTAD PREMIJERA | Republika Srpska: Borba za slobodu | Boris Malagurski,Sat Nov 26 2:00 PM,https://www.eventbrite.com/e/halmstad-premijera-republika-srpska-borba-za-slobodu-boris-malagurski-tickets-432532906567?aff=ebdssbdestsearch,TBD • Halmstad
333,Cyber ZERO - Kosovo -  International cyber security conference,Thu Jan 26 9:00 PM,https://www.eventbrite.com/e/cyber-zero-kosovo-international-cyber-security-conference-tickets-421825289797?aff=ebdssbdestsearch,Hotel Emerald • Prishtina
334,STANDUP COMEDY SPECIAL - British Indian Buddies,Sun Nov 13 7:00 PM,https://www.eventbrite.com/e/standup-comedy-special-british-indian-buddies-tickets-435628846607?aff=ebdssbdestsearch,No Stress Bar • Copenhagen
335,BLUBBERWASSER: Mit Wasserkefir Obst fermentieren,Fri Nov 18 2:00 PM,https://www.eventbrite.de/e/blubberwasser-mit-wasserkefir-obst-fermentieren-tickets-441484811957?aff=ebdssbdestsearch,NochMall • Berlin
336,JUNG & SEXY,Tomorrow at 7:00 PM,https://www.eventbrite.de/e/jung-sexy-tickets-327929244197?aff=ebdssbdestsearch,Schloss Milkersdorf • Milkersdorf
337,Clothes Swap + Christmas Party,Sat Nov 26 1:00 PM,https://www.eventbrite.de/e/clothes-swap-christmas-party-tickets-442297482677?aff=ebdssbdestsearch,FrauFUTURE • Berlin
338,LIVE UX-Testing at the Startup Incubator Berlin | Christmas & Networking,Thu Dec 15 5:00 PM,https://www.eventbrite.de/e/live-ux-testing-at-the-startup-incubator-berlin-christmas-networking-tickets-438750042187?aff=ebdssbdestsearch,Startup Incubator Berlin • Berlin
339,Ecologia Interiore a San Giovanni in Persiceto | Conferenza Daniel Lumera,Tue Nov 29 9:00 PM,https://www.eventbrite.it/e/biglietti-ecologia-interiore-a-san-giovanni-in-persiceto-conferenza-daniel-lumera-459946300767?aff=ebdssbdestsearch,TEATRO COMUNALE SAN GIOVANNI IN PERSICETO • San Giovanni in Persiceto
340,MONSTER MAINSHOW! Stand up Comedy im Mad Monkey Room (20 Uhr),Tue Nov 15 8:00 PM + 6 more events,https://www.eventbrite.de/e/monster-mainshow-stand-up-comedy-im-mad-monkey-room-20-uhr-tickets-162403506259?aff=ebdssbdestsearch,Mad Monkey Room • Berlin
341,Didattica orientativa - Laura Parenti- doc. secondaria -  2°livello,Wed Nov 16 4:30 PM,https://www.eventbrite.it/e/biglietti-didattica-orientativa-laura-parenti-doc-secondaria-2livello-427754574447?aff=ebdssbdestsearch,Scuola Media Fainelli-Gandhi • Verona
342,Additional set | J.A.W with Samora Pinderhughes Trio,Mon Nov 21 5:30 PM,https://www.eventbrite.de/e/additional-set-jaw-with-samora-pinderhughes-trio-tickets-453931781177?aff=ebdssbdestsearch,Rhinoçéros • Berlin
343,Das Damenkränzchen - Dein Event für Frauen am Bodensee,Thu Nov 17 6:00 PM,https://www.eventbrite.de/e/das-damenkranzchen-dein-event-fur-frauen-am-bodensee-tickets-438580836087?aff=ebdssbdestsearch,Lukullum • Friedrichshafen
344,Fintech Forum Budapest | Powered by Vacuumlabs,Tue Nov 15 6:00 PM,https://www.eventbrite.com/e/fintech-forum-budapest-powered-by-vacuumlabs-tickets-445131258577?aff=ebdssbdestsearch,The Spot Budapest Király utca 26 • Budapest
345,★ Say Yes to Techno ★ Berlin Techno ★ Rave ★,Fri Nov 25 10:00 PM,https://www.eventbrite.de/e/say-yes-to-techno-berlin-techno-rave-tickets-445471746987?aff=ebdssbdestsearch,ASeven Club & Eventlocation • Berlin
346,Generazione Zeta costruiamo il futuro!,,https://www.eventbrite.it/e/biglietti-generazione-zeta-costruiamo-il-futuro-451662924967?aff=ebdssbdestsearch,Teatro Cavallerizza • Reggio Emilia
347,NGAGE Milano DAL VIVO - business community,Thu Nov 24 7:00 PM + 1 more event,https://www.eventbrite.it/e/biglietti-ngage-milano-dal-vivo-business-community-154355422223?aff=ebdssbdestsearch,BISTROT 39 • Milano
348,MANOVRE DISOSTRUZIONE VIA AEREE SU ADULTO BAMBINO E LATTANTE,Fri Nov 25 4:30 PM + 1 more event,https://www.eventbrite.com/e/biglietti-manovre-disostruzione-via-aeree-su-adulto-bambino-e-lattante-431013431777?aff=ebdssbdestsearch,Auditorium regina pacis • Molfetta
349,TIRAMISU' DAY - Aperitivo e Degustazione golosa,Thu Nov 17 7:00 PM,https://www.eventbrite.it/e/biglietti-tiramisu-day-aperitivo-e-degustazione-golosa-464158670077?aff=ebdssbdestsearch,Nhero Milano • Milano
350,Saltcity Awakes (w/ Oliver Jass),Fri Nov 25 10:00 PM,https://www.eventbrite.com/e/saltcity-awakes-w-oliver-jass-tickets-439481800897?aff=ebdssbdestsearch,Die Ritterakademie • Lüneburg
351,Casa De Mikel 4: Γύρισμα,Thu Nov 17 5:30 PM + 4 more events,https://www.eventbrite.com/e/casa-de-mikel-4-tickets-123135055265?aff=ebdssbdestsearch,39RH+27 • Nicosia
352,La mia tana,Sat Nov 19 2:45 PM + 4 more events,https://www.eventbrite.it/e/biglietti-la-mia-tana-269540211027?aff=ebdssbdestsearch,ADI Design Museum • Milano
353,Visita guidata alla Casa di Virgilio,Sat Feb 11 4:30 PM + 4 more events,https://www.eventbrite.it/e/biglietti-visita-guidata-alla-casa-di-virgilio-425595055267?aff=ebdssbdestsearch,Giardini di piazza Vittorio Emanuele II • Brindisi
354,Lichterfest auf der Straussenfarm,Sun Nov 27 2:00 PM,https://www.eventbrite.de/e/lichterfest-auf-der-straussenfarm-tickets-259551063217?aff=ebdssbdestsearch,Straußenfarm Hegau-Bodensee Straussenfarm • Stockach
355,RealTalk XIV - Ein Event das verändert,Wed Dec 14 7:00 PM,https://www.eventbrite.at/e/realtalk-xiv-ein-event-das-verandert-tickets-403461593487?aff=ebdssbdestsearch,Dom im Berg • Graz
356,Family Lab: Famiglie su Minecraft,Tomorrow at 3:00 PM,https://www.eventbrite.it/e/biglietti-family-lab-famiglie-su-minecraft-446005011997?aff=ebdssbdestsearch,Future Education Modena • Modena
357,UTSUWA 3.0 -SHIGUCHI- (18th.Nov.),Fri Nov 18 12:00 PM,https://www.eventbrite.de/e/utsuwa-30-shiguchi-18thnov-tickets-443050725647?aff=ebdssbdestsearch,ベルリン日独センター • Berlin
358,Jack and the Beanstalk — A Family-Friendly Panto for the Holidays,Sat Dec 17 2:00 PM + 2 more events,https://www.eventbrite.com/e/jack-and-the-beanstalk-a-family-friendly-panto-for-the-holidays-tickets-461062278687?aff=ebdssbdestsearch,Salesianum • München
359,Mettiamoci in Gioco!,Tomorrow at 3:00 PM,https://www.eventbrite.com/e/biglietti-mettiamoci-in-gioco-453134265787?aff=ebdssbdestsearch,Biblioteca Comunale • Dalmine
360,BSides Berlin,Sat Nov 26 10:00 AM,https://www.eventbrite.com/e/bsides-berlin-tickets-418590905667?aff=ebdssbdestsearch,c-base • Berlin
361,Moni Zhang: Child from Wuhan | Standup & Storytelling | English,Fri Nov 18 8:00 PM,https://www.eventbrite.de/e/moni-zhang-child-from-wuhan-standup-storytelling-english-tickets-435683138997?aff=ebdssbdestsearch,Z-Bar • Berlin
362,Spinning®4 Kids 2022,Sun Nov 27 10:00 AM,https://www.eventbrite.de/e/spinning4-kids-2022-tickets-426667803887?aff=ebdssbdestsearch,Enjoy Fitness GmbH & Co. KG • Oyten
363,The Next Generation –  Tim Bengel im Gespräch mit Dorsch/Preuss/Neuhauser,Tue Nov 15 6:00 PM,https://www.eventbrite.de/e/the-next-generation-tim-bengel-im-gesprach-mit-dorschpreussneuhauser-tickets-408698778047?aff=ebdssbdestsearch,CODE_n SPACES • Stuttgart
364,Road to START Summit - Creating Sustainable Impact.,Sat Dec 10 6:00 PM,https://www.eventbrite.de/e/road-to-start-summit-creating-sustainable-impact-tickets-452015529617?aff=ebdssbdestsearch,Plug & Play Munich • München
365,Kimchi Workshop - vegan,Thu Dec 1 7:00 PM,https://www.eventbrite.de/e/kimchi-workshop-vegan-tickets-442813094887?aff=ebdssbdestsearch,Plant Base • Berlin
366,ALPINE MUSIC WINTER BEATS,Sat Dec 17 9:00 PM,https://www.eventbrite.at/e/alpine-music-winter-beats-tickets-372658741327?aff=ebdssbdestsearch,St. Leonhard • St. Leonhard
367,Stand Up Comedy Italia @Zog (Milano) PRENOTA AL NR. 02.36526251,Tue Nov 15 9:30 PM,https://www.eventbrite.it/e/biglietti-stand-up-comedy-italia-zog-milano-prenota-al-nr-0236526251-452771621107?aff=ebdssbdestsearch,ZOG • Milano
368,Shahak Shapira - CROWDSOURCED - 100% improvisiert | MÜNCHEN | DEUTSCH,Sun Nov 27 7:45 PM,https://www.eventbrite.de/e/shahak-shapira-crowdsourced-100-improvisiert-munchen-deutsch-tickets-462564311307?aff=ebdssbdestsearch,Lost Weekend • München
369,SCUOLE APERTE LICEO MARINELLI PRIMO TURNO 17 DICEMBRE 2022,Sat Dec 17 2:30 PM,https://www.eventbrite.it/e/biglietti-scuole-aperte-liceo-marinelli-primo-turno-17-dicembre-2022-428412341847?aff=ebdssbdestsearch,Liceo Scientifico Statale Giovanni Marinelli • Udine
370,AI MeetUp,Tue Nov 15 7:00 PM,https://www.eventbrite.com/e/ai-meetup-tickets-463438255297?aff=ebdssbdestsearch,Vilnius Tech Park #3 • Vilnius
371,Die ganze Gans,Today at 6:30 PM,https://www.eventbrite.de/e/die-ganze-gans-tickets-451038908517?aff=ebdssbdestsearch,Barkin'Kitchen • Berlin
372,SCE Investors' Day,Thu Dec 8 2:00 PM,https://www.eventbrite.de/e/sce-investors-day-tickets-440266548097?aff=ebdssbdestsearch,Heßstraße 80 • München
373,Assoprovider Assemblea Nazionale,Tomorrow at 9:30 AM,https://www.eventbrite.it/e/biglietti-assoprovider-assemblea-nazionale-432683155967?aff=ebdssbdestsearch,Roma Eventi - Fontana di Trevi - Piazza della Pilotta 4 • Roma
