Title,Date,Link to event,Location
Talento. Mecenatismo. Bellezza.,Thu Nov 16 08:15:00 CET 2022,https://www.eventbrite.it/e/biglietti-talento-mecenatismo-bellezza-441016581467?aff=ebdssbdestsearch,Teatro Camploy Verona
Classic SM Playparty “Passion Spezial�?,Sat Nov 25 09:00:00 CET 2022,https://www.eventbrite.de/e/classic-sm-playparty-passion-spezial-tickets-343056500227?aff=ebdssbdestsearch,Catonium Hamburg
Silvester 2022/2023 im ALICE Rooftop & Garden,Sun Dec 31 08:00:00 CET 2022,https://www.eventbrite.de/e/silvester-20222023-im-alice-rooftop-garden-tickets-191054969557?aff=ebdssbdestsearch,ALICE Rooftop & Garden Berlin
INCONTRO CON MATTEO GRACIS,Fri Nov 24 06:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-incontro-con-matteo-gracis-440402775557?aff=ebdssbdestsearch,Ca' Sagredo Hotel Venezia
Data Science in Biotech,Fri Nov 24 01:30:00 CET 2022,https://www.eventbrite.com/e/data-science-in-biotech-tickets-462496327967?aff=ebdssbdestsearch,Wolfson auditorium  Wolfson Building Rehovot
Investment Outlook: Challenges and Opportunities,Thu Nov 16 06:30:00 CET 2022,https://www.eventbrite.com/e/investment-outlook-challenges-and-opportunities-registration-460654880147?aff=ebdssbdestsearch,Porto Palace Hotel Thessaloniki Θεσσαλονίκη
Wilde Herzen • Die Indie Pop Party mit deutschen Texten • Lido Berlin,Sun Nov 26 11:59:00 CET 2022,https://www.eventbrite.de/e/wilde-herzen-die-indie-pop-party-mit-deutschen-texten-lido-berlin-tickets-429097300577?aff=ebdssbdestsearch,Lido Berlin
Gali-Day 12 novembre 2022,No Date,https://www.eventbrite.it/e/gali-day-12-novembre-2022-tickets-459935348007?aff=ebdssbdestsearch,Cinema Arlecchino Voghera
TUNNEL pres. DR. PEACOCK in der HALLE FREIHEIT 36,Fri Dec 22 10:00:00 CET 2022,https://www.eventbrite.de/e/tunnel-pres-dr-peacock-in-der-halle-freiheit-36-tickets-462617901597?aff=ebdssbdestsearch,Tunnel Club Hamburg Hamburg
Impact Hub Berlin Tour,Wed Nov 15 05:30:00 CET 2022,https://www.eventbrite.de/e/impact-hub-berlin-tour-tickets-294480909327?aff=ebdssbdestsearch,Impact Hub Berlin Berlin
The Dark Side of Wissensvermittlung,Thu Nov 16 07:00:00 CET 2022,https://www.eventbrite.com/e/the-dark-side-of-wissensvermittlung-tickets-405529759427?aff=ebdssbdestsearch,CCB Innsbruck Innsbruck
Mallorcaparty - Die Zipfelbuben mit ihrem Hit Olivia - Live im G Club Vol,No Date,https://www.eventbrite.com/e/mallorcaparty-die-zipfelbuben-mit-ihrem-hit-olivia-live-im-g-club-vol-tickets-427836920747?aff=ebdssbdestsearch,G Club Volkach Volkach
Not A Drug Dealer - English Stand-Up Comedy Night with Malinda Perera,Sat Nov 18 08:30:00 CET 2022,https://www.eventbrite.at/e/not-a-drug-dealer-english-stand-up-comedy-night-with-malinda-perera-tickets-328814632417?aff=ebdssbdestsearch,Crazy Nate's Johannis Nürnberg
OPEN DAY / GRAFICA / 12.11.2022,No Date,https://www.eventbrite.it/e/biglietti-open-day-grafica-12112022-425707331087?aff=ebdssbdestsearch,Istituto Salesiano San Marco Venezia
Workshop: Inclusive Leadership,Fri Nov 17 07:00:00 CET 2022,https://www.eventbrite.co.uk/e/workshop-inclusive-leadership-tickets-454867590207?aff=ebdssbdestsearch,Center for Digital Technology and Management München
Stefano Massini racconta,Wed Nov 22 08:45:00 CET 2022,https://www.eventbrite.it/e/biglietti-stefano-massini-racconta-445344085147?aff=ebdssbdestsearch,Largo Dieci Martiri 1 Montebelluna
GREEN ITALY WORKSHOP November 2022,Thu Nov 16 09:00:00 CET 2022,https://www.eventbrite.com/e/biglietti-green-italy-workshop-november-2022-404029582357?aff=ebdssbdestsearch,Cagliari Cagliari
1-Day for CRISPR in Milan,Sat Nov 18 12:30:00 CET 2022,https://www.eventbrite.it/e/1-day-for-crispr-in-milan-tickets-446100357177?aff=ebdssbdestsearch,Università Milano Bicocca Milano
KLASSIK COOL! Der standhafte Zinnsoldat,Sun Nov 19 05:00:00 CET 2022,https://www.eventbrite.at/e/klassik-cool-der-standhafte-zinnsoldat-tickets-386010195887?aff=ebdssbdestsearch,Meidlinger Pfarrkirche Wien
TESS PARKS // behind the green door,Fri Nov 24 08:00:00 CET 2022,https://www.eventbrite.de/e/tess-parks-behind-the-green-door-tickets-338846658477?aff=ebdssbdestsearch,Import Export München
PMI italiane e transizione ecologica: profili ESG e finanza sostenibile,Thu Nov 30 10:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-pmi-italiane-e-transizione-ecologica-profili-esg-e-finanza-sostenibile-429650545347?aff=ebdssbdestsearch,Online e a Milano (Centro Culturale di Milano) Milano
Metaverse Meetup #5 in Berlin,Thu Nov 23 06:30:00 CET 2022,https://www.eventbrite.de/e/metaverse-meetup-5-in-berlin-tickets-440265103777?aff=ebdssbdestsearch,PIABO Berlin
Esserci o non esserci? Dialogo-spettacolo con Andrea Pennacchi,Fri Nov 17 03:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-esserci-o-non-esserci-dialogo-spettacolo-con-andrea-pennacchi-459928517577?aff=ebdssbdestsearch,Aula Magna di Palazzo Bo Padova
Giuseppe Lupo,Sun Nov 19 08:45:00 CET 2022,https://www.eventbrite.it/e/biglietti-giuseppe-lupo-443294103597?aff=ebdssbdestsearch,Gussago Gussago
Peeces Vintage Pop-Up  •  Stuttgart • Vintage Kilo Sale,Sun Nov 19 11:00:00 CET 2022,https://www.eventbrite.de/e/peeces-vintage-pop-up-stuttgart-vintage-kilo-sale-tickets-444493320487?aff=ebdssbdestsearch,Snap Studios Studio 1 Stuttgart
Prelude Family Concert,Sun Nov 26 04:30:00 CET 2022,https://www.eventbrite.com/e/prelude-family-concert-tickets-453366349957?aff=ebdssbdestsearch,Lobe Block Berlin
Fisch sucht Fahrrad | Single Party in Berlin | 25. November 2022,Sat Nov 25 09:00:00 CET 2022,https://www.eventbrite.de/e/fisch-sucht-fahrrad-single-party-in-berlin-25-november-2022-tickets-386911451567?aff=ebdssbdestsearch,FRANNZ Berlin
Jahrestreffen +  Wissensplattform für Wegbereiter*innen + Magazin = Party,Fri Nov 24 03:00:00 CET 2022,https://www.eventbrite.de/e/jahrestreffen-wissensplattform-fur-wegbereiterinnen-magazin-party-tickets-406813860207?aff=ebdssbdestsearch,Freiraum in der Box Berlin
FuoriStandUp - Potaboyz,Thu Nov 30 08:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-fuoristandup-potaboyz-456911985047?aff=ebdssbdestsearch,Circolo Arci Fuori Orario Taneto
12.November 2022 ★ Ü30 Party★ Eventcenter Nörten Hardenberg ★,No Date,https://www.eventbrite.de/e/12november-2022-u30-party-eventcenter-norten-hardenberg-tickets-443013383957?aff=ebdssbdestsearch,Event Center Nörten-Hardenberg Nörten-Hardenberg
Alquanto comici,No Date,https://www.eventbrite.it/e/biglietti-alquanto-comici-439702240237?aff=ebdssbdestsearch,Centro Culturale Il Pertini (Auditorium) Cinisello Balsamo
Munich Global Impact Hub Co-Creation-Conference #3,Sat Nov 25 08:30:00 CET 2022,https://www.eventbrite.de/e/munich-global-impact-hub-co-creation-conference-3-tickets-441529064317?aff=ebdssbdestsearch,Munich Business School München
Eiropas m�?kslas kino diena | AKLUMS,Mon Nov 13 04:30:00 CET 2022,https://www.eventbrite.fi/e/eiropas-makslas-kino-diena-aklums-tickets-460650055717?aff=ebdssbdestsearch,K. Suns Rīga
MYStartup Competition - Tappa 3 VERONA,Sat Nov 18 06:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-mystartup-competition-tappa-3-verona-429784997497?aff=ebdssbdestsearch,311 Verona Verona
Canticoro 2022 - Bassano del Grappa (VI),Mon Nov 13 05:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-canticoro-2022-bassano-del-grappa-vi-432726034217?aff=ebdssbdestsearch,Duomo di Santa Maria Assunta in Colle Bassano del Grappa
NEON VELVET | Das XXL Neon-Festival | Club Velvet Leipzig | 11.11.22,No Date,https://www.eventbrite.de/e/neon-velvet-das-xxl-neon-festival-club-velvet-leipzig-111122-tickets-450932099047?aff=ebdssbdestsearch,Club Velvet Leipzig
Concerto di Santa Cecilia. Orchestra Gruppo d'Archi Veneto,Mon Nov 13 06:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-concerto-di-santa-cecilia-orchestra-gruppo-darchi-veneto-444042301477?aff=ebdssbdestsearch,Cinema Teatro Careni Pieve di Soligo
AL CENTRO DI ROMA: Nero a metà di Pino Daniele con E. Assante,Wed Dec 27 06:00:00 CET 2022,https://www.eventbrite.com/e/biglietti-al-centro-di-roma-nero-a-meta-di-pino-daniele-con-e-assante-444864410427?aff=ebdssbdestsearch,Palazzo Venezia Roma
Aziende a confronto con  il mentore di Bill Gates,Wed Nov 15 06:30:00 CET 2022,https://www.eventbrite.com/e/biglietti-aziende-a-confronto-con-il-mentore-di-bill-gates-440961576947?aff=ebdssbdestsearch,H-FARM CAMPUS Roncade
Weihnachtsmärchen: Schneefritzchen und die sieben Ziegen (16:30 Uhr),Mon Nov 27 04:30:00 CET 2022,https://www.eventbrite.de/e/weihnachtsmarchen-schneefritzchen-und-die-sieben-ziegen-1630-uhr-tickets-425646438957?aff=ebdssbdestsearch,Walddörfer Sportforum Hamburg
Speck&Tech Retreat v3,Sat Dec 02 05:00:00 CET 2022,https://www.eventbrite.it/e/specktech-retreat-v3-registration-416367816347?aff=ebdssbdestsearch,Hotel AlpHoliday Dolomiti Dimaro
Data saturday Parma 2022,Sun Nov 26 08:30:00 CET 2022,https://www.eventbrite.co.uk/e/data-saturday-parma-2022-tickets-276828851547?aff=ebdssbdestsearch,Parma Parma
Disabilità visiva e inclusione scolastica e sociale,Sun Dec 03 09:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-disabilita-visiva-e-inclusione-scolastica-e-sociale-443919253437?aff=ebdssbdestsearch,Università Cattolica del Sacro Cuore Milano
Omaggio a Ennio Morricone - presso Sala dei Giganti,Mon Nov 20 04:30:00 CET 2022,https://www.eventbrite.com/e/biglietti-omaggio-a-ennio-morricone-presso-sala-dei-giganti-443190724387?aff=ebdssbdestsearch,Sala dei Giganti - Palazzo Liviano Padova
Meet the new US Consul General Jason Chue,Wed Dec 06 06:30:00 CET 2022,https://www.eventbrite.de/e/meet-the-new-us-consul-general-jason-chue-tickets-435572638487?aff=ebdssbdestsearch,Park Hyatt Hamburg Hamburg
FAMIGLIE: Racconti di Natale al Castello,Sun Dec 03 02:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-famiglie-racconti-di-natale-al-castello-414185288347?aff=ebdssbdestsearch,CASTELLO DI MALPAGA CAVERNAGO
MONE     |  FREDDIE DICKSON   |    KAT KOAN,Thu Nov 16 07:00:00 CET 2022,https://www.eventbrite.ie/e/mone-freddie-dickson-kat-koan-tickets-407961984277?aff=ebdssbdestsearch,Marie-Antoinette Berlin
SUPER 159,No Date,https://www.eventbrite.it/e/biglietti-super-159-463547772867?aff=ebdssbdestsearch,Lanificio Roma
LEGGERE IL SUD - NELLA STANZA DEGLI SPIRITI - con Mario Desiati,Sun Nov 26 11:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-leggere-il-sud-nella-stanza-degli-spiriti-con-mario-desiati-445260284497?aff=ebdssbdestsearch,Teatro Comunale Niccolò Piccinni Bari
Sorin Pârcălab Cristi Popesco & Sergiu Mirică @Munchen,Sat Dec 09 09:00:00 CET 2022,https://www.eventbrite.co.uk/e/sorin-parcalab-cristi-popesco-sergiu-mirica-munchen-tickets-444264445917?aff=ebdssbdestsearch,Filmtheater Sendlinger Tor München
Kätz Club - BERLIN CALL - House & Techno,Wed Nov 15 09:00:00 CET 2022,https://www.eventbrite.de/e/katz-club-berlin-call-house-techno-tickets-418812739177?aff=ebdssbdestsearch,KÄTZ Leipzig
20. Internationale Konferenz für Politische Kommunikation,Mon Nov 13 01:00:00 CET 2022,https://www.eventbrite.de/e/20-internationale-konferenz-fur-politische-kommunikation-registrierung-427789127797?aff=ebdssbdestsearch,Akademie der Konrad-Adenauer-Stiftung e.V. Berlin
Geometra Oggi,No Date,https://www.eventbrite.it/e/biglietti-geometra-oggi-444163092767?aff=ebdssbdestsearch,Fiera di Padova Padova
Filosofia a colazione: quando Platone ti salva la vita - Benedetta Santini,Mon Nov 20 05:30:00 CET 2022,https://www.eventbrite.com/e/biglietti-filosofia-a-colazione-quando-platone-ti-salva-la-vita-benedetta-santini-408822949447?aff=ebdssbdestsearch,Biblioteca civica VEZ Venezia
Per una didattica a prova di futuro,No Date,https://www.eventbrite.it/e/biglietti-per-una-didattica-a-prova-di-futuro-440802310577?aff=ebdssbdestsearch,ADI Design Museum Milano
Sogno notturno a Roma (1871-2021),Wed Dec 06 05:30:00 CET 2022,https://www.eventbrite.co.uk/e/sogno-notturno-a-roma-1871-2021-tickets-449451049187?aff=ebdssbdestsearch,Fondazione Ernesta Besso Roma
27. ROHKUNSTBAU - Zukunft. Ins Offene.,No Date,https://www.eventbrite.de/e/27-rohkunstbau-zukunft-ins-offene-tickets-419535149927?aff=ebdssbdestsearch,Schloss Altdöbern Altdöbern
English Stand up Comedy Night with Tamas Vamos,Thu Nov 23 07:30:00 CET 2022,https://www.eventbrite.com/e/english-stand-up-comedy-night-with-tamas-vamos-tickets-433462466907?aff=ebdssbdestsearch,Mi Barrio Wien
25 Jahre Dark Saturday – 25 Jahre Factory,Sun Nov 26 11:00:00 CET 2022,https://www.eventbrite.com/e/25-jahre-dark-saturday-25-jahre-factory-tickets-433504572847?aff=ebdssbdestsearch,Factory Magdeburg Magdeburg
ROYAL DANCE feat. GIULIA SIEGEL,Sun Nov 26 07:00:00 CET 2022,https://www.eventbrite.de/e/royal-dance-feat-giulia-siegel-tickets-328030446897?aff=ebdssbdestsearch,Schloss Milkersdorf Milkersdorf
Blockchain Forum Italia 2022,Sat Nov 18 09:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-blockchain-forum-italia-2022-441518843747?aff=ebdssbdestsearch,Via Tortona 27 Milano
trade/off – The Decision Intelligence Summit 2022,Wed Nov 22 09:00:00 CET 2022,https://www.eventbrite.de/e/tradeoff-the-decision-intelligence-summit-2022-tickets-381533977397?aff=ebdssbdestsearch,Festsaal Kreuzberg Berlin
Silvester im Waschhaus,Sun Dec 31 08:00:00 CET 2022,https://www.eventbrite.de/e/silvester-im-waschhaus-tickets-413116150527?aff=ebdssbdestsearch,Waschhaus Potsdam Potsdam
Didattica orientativa con stesura UdA- Monica Dal Moro- doc primaria 2° LIV,Thu Nov 16 04:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-didattica-orientativa-con-stesura-uda-monica-dal-moro-doc-primaria-2-liv-427762728837?aff=ebdssbdestsearch,Scuola Media Fainelli-Gandhi Verona
The Israeli Insurtech Accelerator 4th Cohort Graduation Event,Fri Dec 01 05:00:00 CET 2022,https://www.eventbrite.com/e/the-israeli-insurtech-accelerator-4th-cohort-graduation-event-tickets-414490220407?aff=ebdssbdestsearch,הבורסה לניירות ערך תל �?ביב מחוז תל �?ביב
PRANZI DOMENICALI UMBRI @ LA FUNIVIA - GUBBIO 20 NOVEMBRE,Mon Nov 20 12:30:00 CET 2022,https://www.eventbrite.com/e/biglietti-pranzi-domenicali-umbri-la-funivia-gubbio-20-novembre-460665411647?aff=ebdssbdestsearch,Ristorante Funivia - Bar la Terrazza Sant'Ubaldo
2000er Neon Party  SA- Party der Q12,No Date,https://www.eventbrite.de/e/2000er-neon-party-sa-party-der-q12-tickets-441106921677?aff=ebdssbdestsearch,Papillon Club Lounge Marktoberdorf
Don Gesualdo(Teatro Margherita - Caltanissetta 13),Mon Nov 13 06:30:00 CET 2022,https://www.eventbrite.com/e/biglietti-don-gesualdoteatro-margherita-caltanissetta-13-421376096247?aff=ebdssbdestsearch,Teatro 'Regina Margherita' Caltanissetta
Wine & Food Walking Tour GLOCKENBACH! | Munich Wine Rebels,No Date,https://www.eventbrite.de/e/wine-food-walking-tour-glockenbach-munich-wine-rebels-tickets-389979137097?aff=ebdssbdestsearch,WEINTOUR München
Wenn Deine Mutter wüsste ★ SINGLE & FLIRT PARTY ★ SA 12.11.22,No Date,https://www.eventbrite.de/e/wenn-deine-mutter-wusste-single-flirt-party-sa-121122-tickets-461342867937?aff=ebdssbdestsearch,Neschwitzer Str. 31 Kamenz
PIANO E-MOTION - MAURIZIO MASTRINI (PIANOFORTE E LIVE ELECTRONICS),Sun Nov 19 07:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-piano-e-motion-maurizio-mastrini-pianoforte-e-live-electronics-445919807147?aff=ebdssbdestsearch,Fabbrica del Vapore Milano
HALMSTAD PREMIJERA | Republika Srpska: Borba za slobodu | Boris Malagurski,Sun Nov 26 02:00:00 CET 2022,https://www.eventbrite.com/e/halmstad-premijera-republika-srpska-borba-za-slobodu-boris-malagurski-tickets-432532906567?aff=ebdssbdestsearch,TBD Halmstad
Cyber ZERO - Kosovo -  International cyber security conference,Thu Jan 26 09:00:00 CET 2022,https://www.eventbrite.com/e/cyber-zero-kosovo-international-cyber-security-conference-tickets-421825289797?aff=ebdssbdestsearch,Hotel Emerald Prishtina
STANDUP COMEDY SPECIAL - British Indian Buddies,Mon Nov 13 07:00:00 CET 2022,https://www.eventbrite.com/e/standup-comedy-special-british-indian-buddies-tickets-435628846607?aff=ebdssbdestsearch,No Stress Bar Copenhagen
BLUBBERWASSER: Mit Wasserkefir Obst fermentieren,Sat Nov 18 02:00:00 CET 2022,https://www.eventbrite.de/e/blubberwasser-mit-wasserkefir-obst-fermentieren-tickets-441484811957?aff=ebdssbdestsearch,NochMall Berlin
JUNG & SEXY,No Date,https://www.eventbrite.de/e/jung-sexy-tickets-327929244197?aff=ebdssbdestsearch,Schloss Milkersdorf Milkersdorf
Clothes Swap + Christmas Party,Sun Nov 26 01:00:00 CET 2022,https://www.eventbrite.de/e/clothes-swap-christmas-party-tickets-442297482677?aff=ebdssbdestsearch,FrauFUTURE Berlin
LIVE UX-Testing at the Startup Incubator Berlin | Christmas & Networking,Fri Dec 15 05:00:00 CET 2022,https://www.eventbrite.de/e/live-ux-testing-at-the-startup-incubator-berlin-christmas-networking-tickets-438750042187?aff=ebdssbdestsearch,Startup Incubator Berlin Berlin
Ecologia Interiore a San Giovanni in Persiceto | Conferenza Daniel Lumera,Wed Nov 29 09:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-ecologia-interiore-a-san-giovanni-in-persiceto-conferenza-daniel-lumera-459946300767?aff=ebdssbdestsearch,TEATRO COMUNALE SAN GIOVANNI IN PERSICETO San Giovanni in Persiceto
MONSTER MAINSHOW! Stand up Comedy im Mad Monkey Room (20 Uhr),Wed Nov 15 08:00:00 CET 2022,https://www.eventbrite.de/e/monster-mainshow-stand-up-comedy-im-mad-monkey-room-20-uhr-tickets-162403506259?aff=ebdssbdestsearch,Mad Monkey Room Berlin
Didattica orientativa - Laura Parenti- doc. secondaria -  2°livello,Thu Nov 16 04:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-didattica-orientativa-laura-parenti-doc-secondaria-2livello-427754574447?aff=ebdssbdestsearch,Scuola Media Fainelli-Gandhi Verona
Additional set | J.A.W with Samora Pinderhughes Trio,Tue Nov 21 05:30:00 CET 2022,https://www.eventbrite.de/e/additional-set-jaw-with-samora-pinderhughes-trio-tickets-453931781177?aff=ebdssbdestsearch,Rhinoçéros Berlin
Das Damenkränzchen - Dein Event für Frauen am Bodensee,Fri Nov 17 06:00:00 CET 2022,https://www.eventbrite.de/e/das-damenkranzchen-dein-event-fur-frauen-am-bodensee-tickets-438580836087?aff=ebdssbdestsearch,Lukullum Friedrichshafen
Fintech Forum Budapest | Powered by Vacuumlabs,Wed Nov 15 06:00:00 CET 2022,https://www.eventbrite.com/e/fintech-forum-budapest-powered-by-vacuumlabs-tickets-445131258577?aff=ebdssbdestsearch,The Spot Budapest Király utca 26 Budapest
★ Say Yes to Techno ★ Berlin Techno ★ Rave ★,Sat Nov 25 10:00:00 CET 2022,https://www.eventbrite.de/e/say-yes-to-techno-berlin-techno-rave-tickets-445471746987?aff=ebdssbdestsearch,ASeven Club & Eventlocation Berlin
Generazione Zeta costruiamo il futuro!,No Date,https://www.eventbrite.it/e/biglietti-generazione-zeta-costruiamo-il-futuro-451662924967?aff=ebdssbdestsearch,Teatro Cavallerizza Reggio Emilia
NGAGE Milano DAL VIVO - business community,Fri Nov 24 07:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-ngage-milano-dal-vivo-business-community-154355422223?aff=ebdssbdestsearch,BISTROT 39 Milano
MANOVRE DISOSTRUZIONE VIA AEREE SU ADULTO BAMBINO E LATTANTE,Sat Nov 25 04:30:00 CET 2022,https://www.eventbrite.com/e/biglietti-manovre-disostruzione-via-aeree-su-adulto-bambino-e-lattante-431013431777?aff=ebdssbdestsearch,Auditorium regina pacis Molfetta
TIRAMISU' DAY - Aperitivo e Degustazione golosa,Fri Nov 17 07:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-tiramisu-day-aperitivo-e-degustazione-golosa-464158670077?aff=ebdssbdestsearch,Nhero Milano Milano
Saltcity Awakes (w/ Oliver Jass),Sat Nov 25 10:00:00 CET 2022,https://www.eventbrite.com/e/saltcity-awakes-w-oliver-jass-tickets-439481800897?aff=ebdssbdestsearch,Die Ritterakademie Lüneburg
Casa De Mikel 4: Γ�?�?ισμα,Fri Nov 17 05:30:00 CET 2022,https://www.eventbrite.com/e/casa-de-mikel-4-tickets-123135055265?aff=ebdssbdestsearch,39RH+27 Nicosia
La mia tana,Sun Nov 19 02:45:00 CET 2022,https://www.eventbrite.it/e/biglietti-la-mia-tana-269540211027?aff=ebdssbdestsearch,ADI Design Museum Milano
Visita guidata alla Casa di Virgilio,Sat Feb 11 04:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-visita-guidata-alla-casa-di-virgilio-425595055267?aff=ebdssbdestsearch,Giardini di piazza Vittorio Emanuele II Brindisi
Lichterfest auf der Straussenfarm,Mon Nov 27 02:00:00 CET 2022,https://www.eventbrite.de/e/lichterfest-auf-der-straussenfarm-tickets-259551063217?aff=ebdssbdestsearch,Straußenfarm Hegau-Bodensee Straussenfarm Stockach
RealTalk XIV - Ein Event das verändert,Thu Dec 14 07:00:00 CET 2022,https://www.eventbrite.at/e/realtalk-xiv-ein-event-das-verandert-tickets-403461593487?aff=ebdssbdestsearch,Dom im Berg Graz
Family Lab: Famiglie su Minecraft,No Date,https://www.eventbrite.it/e/biglietti-family-lab-famiglie-su-minecraft-446005011997?aff=ebdssbdestsearch,Future Education Modena Modena
UTSUWA 3.0 -SHIGUCHI- (18th.Nov.),Sat Nov 18 12:00:00 CET 2022,https://www.eventbrite.de/e/utsuwa-30-shiguchi-18thnov-tickets-443050725647?aff=ebdssbdestsearch,ベルリン日独センター Berlin
Jack and the Beanstalk — A Family-Friendly Panto for the Holidays,Sun Dec 17 02:00:00 CET 2022,https://www.eventbrite.com/e/jack-and-the-beanstalk-a-family-friendly-panto-for-the-holidays-tickets-461062278687?aff=ebdssbdestsearch,Salesianum München
Mettiamoci in Gioco!,No Date,https://www.eventbrite.com/e/biglietti-mettiamoci-in-gioco-453134265787?aff=ebdssbdestsearch,Biblioteca Comunale Dalmine
BSides Berlin,Sun Nov 26 10:00:00 CET 2022,https://www.eventbrite.com/e/bsides-berlin-tickets-418590905667?aff=ebdssbdestsearch,c-base Berlin
Moni Zhang: Child from Wuhan | Standup & Storytelling | English,Sat Nov 18 08:00:00 CET 2022,https://www.eventbrite.de/e/moni-zhang-child-from-wuhan-standup-storytelling-english-tickets-435683138997?aff=ebdssbdestsearch,Z-Bar Berlin
Spinning®4 Kids 2022,Mon Nov 27 10:00:00 CET 2022,https://www.eventbrite.de/e/spinning4-kids-2022-tickets-426667803887?aff=ebdssbdestsearch,Enjoy Fitness GmbH & Co. KG Oyten
The Next Generation –  Tim Bengel im Gespräch mit Dorsch/Preuss/Neuhauser,Wed Nov 15 06:00:00 CET 2022,https://www.eventbrite.de/e/the-next-generation-tim-bengel-im-gesprach-mit-dorschpreussneuhauser-tickets-408698778047?aff=ebdssbdestsearch,CODE_n SPACES Stuttgart
Road to START Summit - Creating Sustainable Impact.,Sun Dec 10 06:00:00 CET 2022,https://www.eventbrite.de/e/road-to-start-summit-creating-sustainable-impact-tickets-452015529617?aff=ebdssbdestsearch,Plug & Play Munich München
Kimchi Workshop - vegan,Fri Dec 01 07:00:00 CET 2022,https://www.eventbrite.de/e/kimchi-workshop-vegan-tickets-442813094887?aff=ebdssbdestsearch,Plant Base Berlin
ALPINE MUSIC WINTER BEATS,Sun Dec 17 09:00:00 CET 2022,https://www.eventbrite.at/e/alpine-music-winter-beats-tickets-372658741327?aff=ebdssbdestsearch,St. Leonhard St. Leonhard
Stand Up Comedy Italia @Zog (Milano) PRENOTA AL NR. 02.36526251,Wed Nov 15 09:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-stand-up-comedy-italia-zog-milano-prenota-al-nr-0236526251-452771621107?aff=ebdssbdestsearch,ZOG Milano
Shahak Shapira - CROWDSOURCED - 100% improvisiert | MÜNCHEN | DEUTSCH,Mon Nov 27 07:45:00 CET 2022,https://www.eventbrite.de/e/shahak-shapira-crowdsourced-100-improvisiert-munchen-deutsch-tickets-462564311307?aff=ebdssbdestsearch,Lost Weekend München
SCUOLE APERTE LICEO MARINELLI PRIMO TURNO 17 DICEMBRE 2022,Sun Dec 17 02:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-scuole-aperte-liceo-marinelli-primo-turno-17-dicembre-2022-428412341847?aff=ebdssbdestsearch,Liceo Scientifico Statale Giovanni Marinelli Udine
AI MeetUp,Wed Nov 15 07:00:00 CET 2022,https://www.eventbrite.com/e/ai-meetup-tickets-463438255297?aff=ebdssbdestsearch,Vilnius Tech Park #3 Vilnius
Die ganze Gans,No Date,https://www.eventbrite.de/e/die-ganze-gans-tickets-451038908517?aff=ebdssbdestsearch,Barkin'Kitchen Berlin
SCE Investors' Day,Fri Dec 08 02:00:00 CET 2022,https://www.eventbrite.de/e/sce-investors-day-tickets-440266548097?aff=ebdssbdestsearch,Heßstraße 80 München
Assoprovider Assemblea Nazionale,No Date,https://www.eventbrite.it/e/biglietti-assoprovider-assemblea-nazionale-432683155967?aff=ebdssbdestsearch,Roma Eventi - Fontana di Trevi - Piazza della Pilotta 4 Roma
LEONARD COHEN IL POETA CHE CANTAVA LE DONNE,Sun Dec 17 09:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-leonard-cohen-il-poeta-che-cantava-le-donne-425177095137?aff=ebdssbdestsearch,Sala Polivalente Centro Polifunzionale San Maurizio Erba
Aperitivo con degustazione siciliana e dj set in loft open space,No Date,https://www.eventbrite.it/e/biglietti-aperitivo-con-degustazione-siciliana-e-dj-set-in-loft-open-space-462507792257?aff=ebdssbdestsearch,55 Milano Milano
The Mind Body & Spirit Wellbeing Festival 2022  Day Tickets,Sun Nov 19 11:00:00 CET 2022,https://www.eventbrite.co.uk/e/the-mind-body-spirit-wellbeing-festival-2022-day-tickets-tickets-423284584587?aff=ebdssbdestsearch,St Raphael Resort Pyrgos
Money Empower! Dialogo contro la Violenza Economica,Thu Nov 23 07:30:00 CET 2022,https://www.eventbrite.it/e/biglietti-money-empower-dialogo-contro-la-violenza-economica-451896894777?aff=ebdssbdestsearch,Open Milano Milano
VISITA GUIDATA AL BOSCO DEL CASTELLO,Mon Nov 13 10:00:00 CET 2022,https://www.eventbrite.it/e/biglietti-visita-guidata-al-bosco-del-castello-429189436157?aff=ebdssbdestsearch,CASTELLO DI MALPAGA CAVERNAGO
